14,48,9,48,150,40,48,150,48,11,34,150,48,150,150,31,18,38,20,6,9,49,48,24,10,49,49,14,12,22,49,6,7,48,48,18,48,48,48,10,42,28,48,24,14,150,32,14,5,49,38,16,48,150,24,24,150,150,48,48,48,150,48,10,6,49,13,48,48,48,6,48,5,16,150,20,48,48,49,49,49,24,18,150,48,48,41,8,49,150,49,48,20,48,7,6,
10,10,38,48,26,48,46,48,11,150,150,150,48,37,4,26,48,6,150,12,48,48,8,48,8,150,32,12,46,49,48,13,48,48,9,8,48,39,20,30,12,9,49,6,48,150,150,150,48,5,14,150,10,48,48,48,48,48,12,48,7,49,14,48,150,48,6,48,12,16,20,28,48,48,10,8,9,26,48,48,150,150,20,14,150,150,34,48,12,5,150,26,31,6,5,32,
3,48,23,7,18,49,7,6,48,7,10,48,48,49,34,48,7,8,48,13,4,7,150,13,6,48,48,48,10,4,8,48,48,15,150,13,43,11,48,48,20,49,5,5,42,48,5,12,49,49,150,48,48,49,11,27,26,18,4,16,150,49,6,48,11,150,48,16,48,48,18,7,12,38,14,150,6,10,9,48,49,28,150,150,48,10,49,8,42,48,150,24,34,150,48,48,
7,4,150,14,48,150,48,26,4,14,48,4,150,8,5,7,6,13,48,16,10,6,48,49,7,48,7,48,12,8,49,49,4,16,4,48,49,48,10,150,14,5,48,8,7,11,10,34,6,10,150,32,48,23,150,150,150,48,12,4,5,11,48,48,7,5,48,6,6,14,6,150,48,49,4,18,6,12,49,48,5,4,10,6,49,20,48,48,150,5,3,48,150,150,8,48,
48,7,150,6,11,150,5,49,9,8,150,38,5,4,3,15,12,48,18,3,150,20,150,10,36,49,9,48,48,150,8,150,49,24,4,5,5,5,6,150,49,7,6,48,48,49,14,6,8,49,8,48,48,5,3,13,24,5,7,49,3,7,48,3,150,5,150,17,48,10,18,150,7,6,15,9,49,7,12,14,49,48,49,49,32,49,5,14,48,48,3,8,6,14,8,6,
10,48,16,4,17,5,150,18,8,48,8,7,5,150,15,16,48,6,49,49,48,49,6,7,3,10,48,5,150,49,21,49,39,6,49,48,150,7,150,7,6,3,48,49,48,150,9,12,11,9,8,48,7,11,150,20,49,15,8,150,49,14,150,48,7,4,49,150,5,49,150,8,48,8,8,34,6,46,12,26,4,48,19,8,48,49,48,5,8,48,48,48,13,13,6,6,
15,49,12,48,150,9,6,25,48,48,20,39,48,49,7,15,48,7,11,31,49,48,48,150,48,12,8,14,49,49,7,14,49,48,19,48,150,48,37,8,5,15,49,150,48,49,26,48,150,48,17,49,150,44,49,48,150,8,150,49,41,12,21,48,7,49,150,49,150,21,150,16,10,7,49,49,14,13,22,6,150,49,48,49,49,6,150,150,8,49,150,5,150,7,49,150,
49,49,48,48,150,5,48,150,11,48,49,42,9,48,49,18,20,150,19,27,26,45,48,8,6,10,21,49,150,150,12,150,150,49,48,48,22,9,5,5,49,150,48,150,8,16,48,49,7,150,5,11,150,21,12,150,7,49,49,48,17,48,48,24,150,31,42,49,49,48,48,11,14,8,48,150,150,150,4,49,8,48,49,48,49,150,48,49,48,3,48,33,10,8,10,150,
15,150,150,150,32,6,49,49,36,150,41,49,150,9,11,49,13,6,49,12,5,24,150,20,16,5,7,48,11,48,49,10,34,150,20,5,48,48,49,48,150,49,9,48,6,6,5,12,48,150,8,40,48,48,8,48,49,9,150,49,8,150,48,5,5,17,30,48,48,11,150,11,49,10,8,11,150,48,9,150,17,49,150,49,21,16,14,49,49,10,12,7,14,150,42,29,
49,16,11,150,49,9,38,49,150,48,13,17,150,5,23,18,48,8,49,10,40,10,150,49,24,48,22,9,36,7,48,6,150,11,30,6,16,20,49,49,48,10,10,150,48,150,49,150,150,20,48,17,150,49,34,19,150,48,150,150,150,7,8,150,18,7,49,49,49,49,150,49,150,150,8,48,23,6,48,48,21,49,48,150,6,150,38,48,150,48,48,8,20,49,10,48,
49,49,150,48,48,150,49,48,12,47,48,22,48,48,150,49,150,49,150,49,19,12,24,49,150,150,28,15,150,8,6,7,49,49,49,150,49,14,49,46,7,35,28,49,150,49,18,16,11,49,26,48,48,8,48,5,15,150,10,49,38,48,150,28,150,7,48,44,49,48,11,49,15,22,7,48,10,17,49,10,49,8,16,19,7,48,150,48,48,16,150,34,36,12,48,26,
14,48,49,20,49,49,16,48,150,49,48,5,12,6,150,150,150,44,21,48,48,13,10,19,150,48,150,7,21,48,13,4,48,7,150,35,150,49,5,49,8,48,49,6,49,10,49,150,150,49,150,49,49,49,48,150,150,20,49,10,49,48,49,40,30,48,49,6,150,150,18,150,48,49,13,38,11,150,150,49,150,49,49,4,18,150,49,13,48,150,34,48,26,16,38,19,
25,10,48,49,49,150,48,150,48,48,5,49,49,49,49,11,22,48,31,8,49,48,5,150,48,48,48,17,32,49,150,150,49,6,48,48,30,14,150,150,150,48,13,10,4,150,49,44,150,49,9,150,49,49,49,26,49,48,19,38,150,48,150,150,12,17,150,48,5,11,6,12,34,11,150,5,5,48,150,150,13,42,150,48,8,27,13,150,48,150,11,34,10,48,49,48,
11,150,48,150,16,48,16,150,12,12,150,10,150,29,150,49,48,12,150,9,10,14,12,49,49,40,49,48,49,49,49,48,38,48,12,150,18,14,25,38,29,150,48,22,150,8,14,150,9,49,26,48,21,49,2,48,48,150,9,150,150,7,11,49,48,49,49,38,48,48,7,150,49,28,49,48,12,48,150,48,150,48,48,38,49,150,48,49,150,10,16,150,150,11,17,48,
6,150,49,9,150,5,150,150,28,23,48,19,48,150,150,49,48,49,6,150,150,48,48,48,150,8,150,150,48,150,49,49,150,48,150,49,49,49,150,8,150,49,49,9,150,150,48,48,48,16,150,150,48,48,150,48,48,22,49,4,49,49,150,48,17,150,27,38,49,48,48,48,49,32,48,24,49,150,14,11,150,150,22,150,150,150,8,10,14,20,48,11,49,38,48,22,
49,49,49,150,28,11,49,150,49,16,150,48,49,49,49,4,150,48,4,49,150,49,44,150,18,150,150,150,150,49,150,150,26,49,48,150,22,48,28,150,5,49,150,150,7,26,150,49,48,27,20,5,150,150,6,49,150,150,48,150,37,150,150,48,48,150,48,150,48,150,150,49,49,48,14,49,49,150,11,48,150,48,49,48,15,49,6,49,4,12,41,49,150,18,150,49,
48,6,15,49,11,150,20,27,150,48,150,6,40,32,10,150,10,49,49,15,48,5,48,48,150,7,42,150,150,150,150,14,49,44,48,150,37,30,6,5,150,5,48,49,49,150,48,150,49,49,150,10,150,16,20,150,150,150,49,150,48,150,150,150,49,48,49,49,150,48,150,27,6,7,48,150,48,7,48,150,150,150,48,19,150,150,150,150,49,6,150,18,150,48,49,25,
150,49,150,49,150,23,17,49,49,49,150,48,48,150,150,18,28,150,150,48,16,49,48,14,48,49,150,150,40,19,150,24,7,48,150,49,150,150,150,49,150,16,150,150,26,49,150,12,49,48,48,150,150,150,49,6,150,150,48,150,6,49,150,150,48,150,48,49,4,48,150,150,48,150,49,150,48,150,150,49,48,12,32,9,19,49,48,4,49,150,48,150,150,150,150,150,
48,9,48,49,46,8,150,48,48,48,150,32,150,48,49,49,150,15,150,150,150,8,150,48,150,150,49,48,49,150,18,4,19,49,150,22,49,150,35,49,48,150,150,150,150,48,49,3,4,48,150,8,49,49,9,28,150,49,48,150,38,150,48,150,150,49,48,28,150,48,48,49,13,150,49,150,48,21,16,48,25,49,150,48,150,18,40,44,49,22,49,48,48,48,48,150,
48,150,150,150,49,48,48,49,150,49,10,7,9,49,49,49,6,49,6,48,48,12,150,150,5,14,150,40,31,48,20,26,150,48,150,48,150,9,11,48,150,150,49,48,48,48,48,10,48,15,22,48,49,10,6,9,150,29,48,150,10,150,150,150,49,23,7,150,48,15,48,48,48,9,49,150,12,48,9,48,48,49,48,49,49,15,48,150,150,48,9,150,49,150,48,49,
23,48,48,48,7,49,150,48,43,150,48,48,150,26,48,49,48,49,4,49,48,28,49,48,10,9,48,150,48,48,48,150,11,26,150,20,48,26,150,5,150,49,150,150,48,42,28,45,48,48,150,48,48,150,48,10,48,48,48,49,48,8,49,9,24,150,13,21,48,49,48,150,11,11,34,16,150,49,48,48,49,150,48,11,150,16,30,150,48,6,8,8,49,48,20,15,
48,8,48,7,9,24,12,7,48,49,22,4,12,48,150,33,21,20,48,7,150,22,150,48,48,48,150,150,49,150,49,48,10,48,49,13,49,150,48,150,150,49,48,150,48,150,150,150,11,48,13,5,150,150,48,48,20,48,48,48,49,10,36,7,8,150,8,49,32,150,49,48,49,150,48,48,48,34,48,150,5,48,48,49,150,48,150,49,11,48,49,49,48,150,28,8,
12,150,8,49,48,150,8,17,48,49,49,48,20,150,20,48,150,10,24,150,17,49,30,14,28,12,6,10,48,7,49,12,34,8,9,48,150,49,150,24,12,48,48,49,5,13,48,49,20,150,13,48,48,5,34,49,49,150,11,49,6,150,8,28,9,48,150,49,19,48,19,5,48,150,38,4,36,48,48,7,150,48,49,48,14,49,48,12,150,48,150,49,28,12,48,49,
49,6,25,49,48,7,49,49,11,10,48,11,150,16,150,48,48,150,150,49,6,12,150,48,48,31,16,48,150,49,150,3,8,45,48,6,49,150,13,8,32,48,48,9,48,49,11,48,21,13,20,49,48,10,41,150,48,7,150,6,49,5,49,150,14,49,15,49,150,34,40,16,10,49,150,9,41,14,150,150,4,150,8,10,34,49,150,150,48,8,6,150,4,11,10,49,
10,48,150,150,48,150,3,150,19,4,8,37,49,49,150,5,45,49,150,150,48,48,150,17,48,29,150,150,48,49,48,49,10,6,150,150,48,48,49,11,5,21,48,49,48,48,49,5,49,48,36,150,150,150,14,6,9,49,150,48,4,48,9,49,150,48,42,17,150,20,48,49,150,48,7,48,15,9,48,11,49,18,48,4,150,49,6,150,14,4,150,49,39,12,10,15,
49,49,49,150,150,150,49,150,22,150,8,49,48,48,150,49,49,150,32,48,10,49,10,48,150,150,49,12,49,49,48,49,48,4,15,49,49,48,150,49,48,20,9,48,150,33,22,150,48,40,48,12,48,49,49,3,17,39,10,48,18,48,48,5,7,6,12,48,150,150,5,150,48,49,48,150,7,150,49,14,8,7,150,49,49,49,49,19,49,49,150,48,4,150,150,48,
36,48,21,48,49,150,48,150,10,49,48,48,6,150,48,48,150,48,14,48,4,48,4,6,4,48,4,4,49,10,150,48,49,3,48,14,4,49,48,48,7,5,150,48,22,150,49,6,8,150,4,48,150,5,48,8,49,30,13,3,7,49,10,150,5,49,13,49,12,150,150,150,49,49,49,49,4,5,35,12,48,28,49,10,49,48,24,22,49,7,48,11,48,49,49,49,
13,48,35,49,13,9,150,49,49,49,7,150,150,20,49,150,5,9,150,48,5,49,150,48,48,48,6,4,4,150,4,150,4,6,49,3,6,49,49,48,49,150,49,49,16,150,48,2,49,5,3,150,48,10,49,48,5,6,8,49,4,5,49,12,12,7,4,150,6,16,4,5,48,49,48,8,48,5,6,150,48,7,4,3,10,6,12,3,7,6,48,5,6,150,150,30,
48,48,49,150,48,5,5,7,150,49,12,5,6,48,15,49,20,18,3,48,37,49,48,4,16,29,21,48,48,4,9,48,48,5,9,48,48,13,49,5,49,3,49,49,4,20,150,22,49,5,6,150,48,150,48,48,48,49,150,4,4,48,150,6,49,5,4,20,4,13,48,5,16,14,150,7,5,48,49,5,5,48,3,6,9,49,150,6,49,6,10,13,4,3,26,48,
5,4,48,48,34,49,10,49,17,5,7,48,150,48,49,150,4,3,49,48,49,150,5,3,48,6,48,49,150,150,18,48,150,9,48,48,48,4,8,15,49,6,16,12,11,48,48,3,150,4,12,48,48,48,8,8,48,8,48,4,9,49,49,8,4,150,26,16,49,49,3,18,6,150,150,9,5,150,4,48,6,48,150,5,150,48,48,48,150,48,13,48,48,7,150,150,
7,4,6,150,150,22,4,150,48,4,6,48,8,48,48,48,4,4,150,48,8,18,150,6,150,48,48,5,48,48,150,8,38,8,48,48,5,150,150,150,8,150,150,5,9,150,20,4,150,49,150,48,150,48,48,22,49,49,3,48,150,5,4,3,49,9,9,4,8,150,23,48,6,48,48,48,5,48,5,150,150,3,49,150,3,9,6,11,49,9,21,44,4,48,5,48,
48,9,26,4,6,40,5,48,8,48,150,49,6,32,150,48,4,48,23,48,7,4,49,150,10,48,48,48,49,150,150,49,5,150,48,48,150,9,6,8,49,48,150,9,10,48,150,5,4,150,150,9,150,150,48,48,18,48,48,22,150,150,26,4,22,150,5,48,14,150,32,22,22,32,43,18,4,150,150,16,4,30,48,19,8,4,8,14,150,150,48,14,18,38,48,150,
48,48,150,6,48,150,3,4,48,48,48,48,33,4,3,26,12,6,8,4,48,48,150,9,48,150,150,32,6,48,8,150,7,48,12,5,12,8,14,6,8,18,6,48,13,7,9,9,48,8,10,150,7,9,150,48,32,9,10,16,7,12,6,48,150,22,150,8,8,5,4,8,14,48,3,24,16,150,150,40,48,8,49,22,7,48,10,8,150,12,150,19,9,8,18,150,
48,150,34,3,48,48,7,8,150,3,150,7,18,5,7,150,9,16,8,6,49,21,48,5,13,23,150,7,48,7,48,150,150,150,48,6,48,8,48,48,18,150,150,150,150,8,3,48,30,10,150,12,150,12,12,150,20,49,150,150,12,48,48,15,6,150,150,4,3,9,8,11,4,32,15,150,5,5,9,10,22,48,4,10,5,150,12,48,48,13,6,30,10,7,4,8,
150,49,48,18,41,48,48,12,48,150,7,8,150,48,28,4,20,48,48,14,49,150,6,150,150,10,150,3,6,150,150,6,21,150,22,38,10,150,48,3,22,18,48,150,3,26,48,6,4,3,12,5,150,10,6,49,48,150,48,8,35,12,16,20,48,10,32,48,16,150,8,48,48,13,4,9,48,27,7,6,14,150,48,6,150,11,150,6,48,48,32,48,150,49,6,5,
10,48,150,14,4,4,14,49,150,150,48,26,14,30,48,4,48,48,150,5,6,3,14,48,3,9,8,13,48,28,150,5,49,14,150,48,5,10,48,150,8,6,48,48,8,15,150,4,7,48,48,150,3,150,150,48,4,48,6,11,48,48,5,6,9,150,49,48,48,150,4,150,7,4,150,150,8,5,4,4,9,5,48,48,150,8,48,48,49,4,150,150,8,150,48,16,
48,48,48,48,5,48,12,7,150,8,8,39,48,49,48,8,30,150,150,3,150,48,150,6,4,44,4,150,48,48,48,150,6,7,48,40,5,150,4,4,32,34,9,12,7,10,150,5,5,5,48,48,150,5,150,44,6,49,29,33,49,36,5,48,4,150,4,6,13,48,18,6,3,5,48,11,4,28,150,10,6,4,28,48,13,4,6,16,7,6,5,6,6,48,10,150,
25,150,150,13,7,150,150,48,150,48,150,6,48,5,150,5,44,49,6,48,7,150,5,18,7,48,150,48,48,5,48,6,48,49,150,3,48,9,4,48,48,5,48,40,10,5,6,14,17,5,4,5,48,48,4,48,22,4,48,150,13,8,5,150,150,48,7,48,150,8,7,6,48,6,150,12,5,7,20,6,7,48,150,5,43,8,48,150,48,6,150,10,5,49,4,48,
14,48,150,7,4,150,13,20,5,5,47,3,4,48,5,150,48,48,6,5,5,48,5,150,48,48,3,5,15,26,6,20,48,21,6,150,150,3,6,48,150,7,48,49,150,19,48,6,150,150,12,9,5,150,150,6,48,48,12,6,7,8,13,48,4,48,12,7,5,4,9,48,48,150,49,6,5,48,49,4,4,6,9,48,4,4,7,18,48,6,5,48,48,5,150,6,
9,47,150,150,48,11,6,150,32,12,5,5,18,6,6,9,4,49,3,9,12,6,44,7,12,6,16,4,3,3,11,6,12,7,150,150,3,150,6,5,48,8,4,20,7,48,10,48,48,150,5,3,32,150,24,32,6,3,48,7,4,7,6,49,9,150,12,48,48,6,16,5,150,150,7,26,11,5,6,9,12,4,48,47,10,4,4,150,9,41,7,10,5,4,48,6,
3,4,4,9,5,150,4,150,6,150,6,32,31,7,8,46,3,49,9,20,49,4,3,42,18,14,48,38,36,8,5,4,48,4,48,13,4,7,150,5,12,4,7,150,7,3,6,4,6,5,4,3,4,150,48,5,5,12,4,7,7,150,8,7,48,5,20,3,150,8,150,48,15,7,7,8,48,7,14,5,7,3,48,48,4,5,9,49,48,40,48,7,8,5,3,3,
11,4,48,4,3,6,4,48,3,5,7,8,48,14,5,7,11,6,48,48,6,6,7,7,6,3,5,48,4,7,150,5,4,4,4,6,3,12,3,150,5,9,13,11,11,7,48,49,6,7,8,6,5,7,5,5,8,4,150,7,6,6,3,48,48,7,14,14,7,12,48,48,5,9,49,42,4,3,8,49,6,7,3,31,7,4,150,7,48,4,10,5,5,6,4,6,
4,48,2,5,4,9,6,49,6,3,7,3,48,8,3,4,3,4,4,7,48,31,48,10,7,6,150,4,4,6,4,48,4,48,150,48,48,48,31,5,13,150,3,48,17,3,48,10,5,12,18,8,48,38,3,4,3,10,4,8,4,3,6,6,3,48,6,12,10,5,17,3,4,48,6,6,48,5,150,48,5,5,8,6,6,3,7,150,48,46,8,4,8,12,7,3,
150,4,6,10,5,12,44,2,30,3,48,14,4,7,3,150,3,6,10,7,3,48,8,11,10,150,5,150,19,16,3,150,8,7,7,4,4,5,9,48,48,48,6,8,48,17,48,10,150,150,7,48,6,32,48,48,48,48,5,24,48,28,40,3,3,14,9,5,150,48,150,14,9,28,48,48,2,13,4,150,4,6,48,7,48,6,150,3,26,7,2,3,9,7,8,26,
7,8,48,12,5,150,48,29,7,4,12,48,11,16,48,48,3,4,3,11,7,7,48,5,40,4,9,12,19,13,7,33,10,7,9,18,2,13,4,16,4,5,7,4,4,150,150,6,4,9,4,3,48,5,7,8,6,8,8,4,22,2,13,3,4,150,48,22,19,8,48,8,4,6,3,48,3,7,48,4,14,6,48,39,42,48,48,5,8,7,5,3,150,48,2,4,
7,13,25,34,150,4,48,7,40,3,8,150,6,20,5,7,7,4,30,6,9,48,7,5,5,7,150,4,6,14,3,4,30,6,9,150,8,17,11,48,9,14,4,4,48,14,2,3,5,10,12,5,17,48,22,5,7,150,48,4,48,3,150,24,24,48,7,48,22,7,4,12,7,4,48,24,48,4,48,12,14,32,7,48,28,5,150,7,7,2,150,10,18,6,8,24,
40,12,25,8,4,34,10,8,6,48,48,6,150,6,48,2,4,48,6,5,6,48,5,5,37,150,3,26,8,4,8,4,5,10,18,7,6,6,20,8,40,30,6,22,6,28,48,10,150,24,12,14,28,48,5,3,48,4,26,7,48,13,8,6,4,7,3,14,3,3,20,48,48,48,48,12,42,150,34,6,48,150,27,42,22,20,20,7,3,48,48,7,30,150,48,8,
13,14,31,20,5,11,6,150,7,20,48,48,7,30,6,4,42,21,30,48,8,5,48,24,48,7,48,3,3,22,38,48,4,8,150,5,20,25,25,16,46,22,3,9,30,9,19,150,7,10,24,7,5,2,48,4,4,6,48,19,30,4,9,26,30,3,8,9,24,6,30,4,24,6,48,5,2,5,7,9,5,11,42,8,8,6,7,48,48,42,48,6,30,6,20,3,
