AnimalID,TickNum,LandscapePatch 0,LandscapePatch 1,LandscapePatch 2,LandscapePatch 3,LandscapePatch 4,LandscapePatch 5,LandscapePatch 6,LandscapePatch 7,LandscapePatch 8,Current Elevation,Previous Elevation,Fitness Gained,Average Fitness,Total Fitness,X Pos,Y Pos
56,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62857145,0.6857143,0,0,0,10.557693,549,35,50
57,121,0.8181818,0.8787879,1.0,0.6363636,0.969697,0.8787879,0.0,0.4848485,0.4848485,32,29,3,15.488889,697,40,48
58,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,10.967742,340,50,50
59,121,0.0,0.0,0.0,0.0,0.0,0.0,0.9166667,1.0,0.7916667,0,0,0,12.384615,644,36,50
60,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.551724,277,50,50
61,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.95122,408,50,50
62,121,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,9,-9,10.806452,326,50,49
63,121,0.0,0.0,0.0,0.575,0.8,0.525,0.425,0.8,1.0,32,0,32,22.018867,1167,32,49
64,121,0.0,0.0,0.0,0.0,0.0,0.0,0.61290324,1.0,0.87096775,0,0,0,17.581396,756,38,50
65,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,8.8529415,301,50,50
66,121,0.475,1.0,0.65,1.0,0.3,0.925,0.975,0.675,0.45,12,40,-28,12.403509,679,38,30
67,121,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,0,0,11.235294,191,50,49
68,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,10.434783,240,50,50
69,121,0.0,0.0,0.0,0.8627451,0.627451,0.6666667,1.0,0.3529412,0.29411766,32,0,32,36.018867,1909,22,49
70,121,0.0,0.0,0.0,0.375,0.5625,0.0,0.75,1.0,0.0,9,0,9,7.230769,94,49,49
71,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62857145,0.6857143,0,0,0,10.693877,524,35,50
72,121,0.0,0.0,0.0,0.62222224,0.8,0.6888889,1.0,0.6888889,0.4,36,0,36,13.038462,678,27,49
73,121,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,0,0,10.172414,295,50,49
74,121,0.0,0.0,0.0,0.8787879,1.0,0.3939394,0.969697,0.8787879,0.6363636,33,0,33,14.615385,570,41,49
75,121,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.0,0.875,0,24,-24,25.758621,723,44,50
76,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.866667,148,50,50
77,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,7.1034484,206,50,50
78,121,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,1.0,0.0,0,0,0,10.828571,379,49,50
79,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,10.625,255,50,50
80,121,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,1.0,0.0,0,0,0,9.954545,219,49,50
81,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,8.0,168,50,50
82,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,11.714286,328,50,50
83,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,15.222222,137,50,50
84,121,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,0,0,11.894737,452,50,49
85,121,0.6111111,0.33333334,0.5,0.7777778,0.6666667,0.8888889,1.0,0.9444444,0.8333333,12,6,6,10.491228,598,48,48
86,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,7.8245616,446,50,50
87,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.54545456,0.8181818,0,0,0,12.484848,412,48,50
88,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,14.782609,340,50,50
89,121,0.0,0.0,0.0,0.575,0.8,0.525,0.425,0.8,1.0,32,0,32,11.962264,634,32,49
90,121,0.0,0.0,0.0,0.0,0.0,0.0,0.71875,1.0,0.65625,0,0,0,13.729167,659,32,50
91,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,8.157895,155,50,50
92,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62857145,0.6857143,0,0,0,10.583333,508,35,50
93,121,0.0,0.0,0.0,0.6875,0.375,0.5625,0.875,0.75,1.0,6,0,6,9.942307,517,48,49
94,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,6.25,125,50,50
95,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,6.1666665,111,50,50
0,122,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,0,0,9.711111,437,50,49
1,122,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,0,0,17.333334,312,50,49
2,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.0,135,50,50
3,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,8.590909,189,50,50
4,122,0.625,0.71875,1.0,0.78125,0.53125,1.0,0.625,0.6875,0.625,17,23,-6,24.865385,1287,31,48
5,122,0.7058824,0.9411765,0.0,1.0,0.88235295,0.0,0.7058824,0.3529412,0.0,15,0,15,9.864865,365,49,47
6,122,0.0,0.0,0.0,0.0,0.0,0.0,0.9166667,1.0,0.7916667,0,0,0,10.527273,579,36,50
7,122,0.8,0.525,0.875,0.8,1.0,0.675,0.5,0.9,0.875,40,21,19,13.67347,670,33,48
8,122,0.6111111,0.33333334,0.5,0.7777778,0.6666667,0.8888889,1.0,0.9444444,0.8333333,12,16,-4,11.476191,478,48,48
9,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.034483,262,50,50
10,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666667,0.76666665,0,0,0,21.826086,1004,30,50
11,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,10.380953,218,50,50
12,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.416667,339,50,50
13,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87096775,0.9354839,0,0,0,17.25,552,39,50
14,122,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,1.0,0.0,0,0,0,8.5,204,49,50
15,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.54545456,0.8181818,0,0,0,12.3125,197,48,50
16,122,0.0,0.0,0.0,0.375,0.5625,0.0,0.75,1.0,0.0,9,0,9,10.42,521,49,49
17,122,0.0,0.0,0.0,0.71153843,0.84615386,1.0,0.5,0.34615386,0.75,44,0,44,18.898306,1115,18,49
18,122,0.42424244,0.75757575,1.0,0.8787879,0.75757575,0.5151515,0.93939394,0.6969697,0.57575756,25,29,-4,8.448276,486,33,44
19,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,10.478261,241,50,50
20,122,0.0,0.0,0.0,0.8181818,0.8787879,1.0,0.6363636,0.969697,0.8787879,29,0,29,12.846154,668,40,49
21,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875,0.7083333,0,0,0,7.793103,452,45,50
22,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9.511628,409,50,50
23,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8611111,0.8333333,0,31,-31,25.781818,1387,28,50
24,122,0.0,0.0,0.0,1.0,0.64705884,0.3529412,0.5294118,0.8235294,0.7058824,11,14,-3,9.035714,503,47,49
25,122,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,9,-9,8.0625,120,50,49
26,122,0.5625,0.0,0.0,1.0,0.0,0.0,0.9375,0.0,0.0,0,0,0,7.714286,54,50,48
27,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,10.441176,355,50,50
28,122,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818,0.8787879,1.0,0,0,0,24.04878,986,40,50
29,122,0.0,0.0,0.0,0.5625,0.0,0.0,1.0,0.0,0.0,0,0,0,9.380953,197,50,49
30,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,6.714286,94,50,50
31,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64705884,0.3529412,0,0,0,16.764706,570,47,50
32,122,0.0,0.0,0.0,0.0,0.0,0.0,0.7741935,0.61290324,1.0,0,0,0,12.894737,490,37,50
33,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,7.0,231,50,50
