0.902,0.082,0.035,0.211,0,0.002,0,0
0,0.769,0.038,0.159,0.005,0.016,0.181,0.014
0.022,0.092,0.8119999,0.005,0.003,0.032,0.081,0.03
0,0.022,0.077,0.406,0.049,0.031,0.094,0.014
0.023,0,0.032,0.004,0.813,0.016,0.093,0.014
0,0.033,0.003,0.211,0.122,0.858,0.001,0.03
0.001,0.001,0,0.004,0.001,0.032,0.543,0.044
0.052,0.001,0.003,0,0.007,0.013,0.007,0.854
