45,21,29,55,27,40,47,28,23,28,21,34,30,27,17,42,27,28,21,16,23,21,64,75,71,46,50,43,59,51,53,59,36,66,38,66,58,43,40,54,61,58,43,26,32,23,24,42,48,40
53,57,54,28,36,28,39,25,21,21,25,27,23,31,47,43,34,32,18,17,43,39,45,49,53,67,43,38,45,41,54,27,50,72,64,43,84,73,51,60,27,24,24,49,29,34,31,51,48,26
40,56,39,32,32,32,24,28,38,39,45,29,41,32,30,30,38,27,34,46,16,47,57,53,35,56,53,24,62,34,66,71,44,61,39,31,45,61,68,69,67,48,38,28,25,50,45,45,30,24
43,53,28,53,28,44,39,19,24,42,38,32,21,37,30,35,21,35,25,27,31,42,55,32,53,47,52,50,57,25,56,34,84,69,58,74,44,34,43,34,52,64,34,46,51,56,26,63,23,49
31,17,49,42,51,51,25,29,50,62,26,33,32,30,44,20,31,34,28,46,29,29,34,68,56,53,21,26,48,26,45,57,83,80,65,85,37,31,62,48,50,54,54,36,22,22,0,62,43,20
48,44,44,22,44,29,29,57,68,59,29,33,30,41,38,38,21,18,34,46,21,36,39,66,42,60,48,48,59,65,31,26,39,75,66,71,52,71,28,80,37,56,59,27,53,36,43,39,53,43
40,44,52,37,44,45,52,73,40,41,40,42,38,37,32,24,31,20,26,30,28,40,57,34,66,45,26,69,52,43,28,28,40,87,39,81,73,57,49,64,68,71,63,48,28,39,28,42,31,41
16,31,38,61,22,28,73,58,65,36,18,22,36,47,26,23,24,19,16,21,31,38,27,43,66,69,68,43,49,57,56,52,54,42,81,64,56,53,35,50,28,50,48,60,49,27,18,29,29,26
26,41,45,58,32,41,63,52,49,26,37,43,41,28,43,29,30,40,42,17,41,38,43,0,63,66,23,52,26,23,38,20,24,56,43,59,35,32,45,47,32,50,39,42,56,24,40,28,26,29
37,23,25,59,22,39,34,60,52,58,50,44,20,32,49,28,58,47,41,31,34,47,36,33,52,63,58,67,41,47,48,38,58,37,0,27,53,20,37,0,43,46,23,42,37,54,38,43,16,20
37,54,46,37,29,46,56,56,56,37,44,35,29,36,40,38,30,34,37,36,30,31,41,24,16,66,65,47,36,46,56,32,27,35,34,38,40,30,16,36,21,45,36,23,40,38,47,35,22,29
41,47,31,38,21,39,19,48,30,53,45,42,58,57,62,58,43,46,41,46,26,28,36,52,34,37,19,67,62,59,32,38,43,58,45,51,49,29,44,35,25,42,24,28,40,28,0,18,31,13
23,34,60,39,56,42,63,63,48,48,53,23,37,50,50,43,48,21,41,29,49,36,35,41,29,65,53,42,64,40,39,34,40,57,54,49,15,34,27,19,48,20,21,22,25,36,36,21,21,26
36,33,22,40,31,40,52,48,55,46,39,42,39,21,46,41,33,39,28,27,33,44,39,41,23,42,60,0,44,33,35,42,42,50,57,35,29,37,30,49,0,23,19,0,21,19,18,30,16,24
59,58,55,26,42,32,44,40,63,34,43,23,47,31,40,22,31,58,58,39,46,29,31,29,41,37,42,52,32,47,28,46,58,30,32,48,30,36,44,19,39,38,34,29,27,20,34,31,14,21
40,48,29,52,44,43,46,51,62,38,34,35,37,27,36,55,37,35,56,25,20,43,51,27,20,36,50,30,59,35,29,61,24,45,44,24,41,37,39,44,40,26,21,30,30,23,15,33,28,19
42,56,28,30,50,17,19,36,53,31,14,42,42,22,46,36,30,40,38,40,42,30,24,37,42,27,21,29,34,51,32,56,50,60,34,54,42,27,34,30,36,32,14,26,28,34,27,19,29,18
37,62,65,27,42,36,53,37,36,44,17,38,38,30,34,21,26,35,0,56,60,44,52,24,32,26,33,30,41,48,50,47,22,41,0,38,28,35,15,27,35,19,17,31,28,32,19,31,24,12
24,51,36,42,19,23,43,34,36,36,31,27,21,47,47,29,48,0,62,19,32,56,20,53,36,48,27,26,44,41,34,47,19,54,53,26,41,18,27,40,33,16,34,35,18,15,28,14,15,16
73,39,56,30,40,23,27,25,43,32,30,49,52,27,52,33,38,58,57,46,30,55,59,30,48,35,34,44,22,30,30,22,35,42,48,30,47,36,26,27,25,12,36,36,31,24,29,17,16,5
50,64,55,45,37,41,30,16,29,49,58,49,55,56,48,50,34,53,19,28,39,50,61,27,21,21,0,45,45,26,45,43,32,40,42,26,22,20,38,31,25,14,30,26,28,26,19,20,14,32
42,34,36,44,12,24,19,25,29,28,60,21,63,61,69,45,46,72,56,36,66,36,42,52,39,46,48,38,22,44,28,52,31,21,26,41,41,23,27,17,30,31,25,23,0,31,19,16,33,0
48,41,29,45,52,35,24,43,19,55,49,41,52,67,57,42,29,73,62,57,40,36,58,0,37,24,45,17,41,23,25,52,25,35,17,35,13,34,19,16,38,18,0,28,16,34,25,26,15,32
32,41,29,44,27,39,22,47,0,43,68,55,41,54,34,40,62,68,50,70,62,36,0,31,13,52,20,44,36,0,49,25,44,34,39,25,30,32,22,25,33,26,33,26,16,0,30,18,26,19
48,72,49,46,17,26,22,30,38,48,34,51,34,26,55,31,40,41,39,39,42,62,43,33,64,37,38,32,25,38,17,41,26,26,35,31,14,33,31,36,19,18,13,17,16,28,18,24,23,22
48,69,25,40,47,47,36,46,42,40,46,50,53,57,37,38,40,56,39,32,53,45,37,71,54,43,23,29,35,42,18,29,24,20,24,36,34,25,13,33,24,24,34,29,13,14,14,23,12,26
37,37,52,25,19,36,33,40,45,50,55,61,32,36,35,37,32,41,36,48,0,51,36,60,42,21,18,41,52,50,36,18,30,45,20,20,28,27,19,29,18,16,32,30,23,13,30,25,25,22
47,39,56,55,55,42,24,34,49,45,52,65,57,0,47,44,44,30,23,31,34,48,61,60,27,46,37,45,35,51,42,42,30,37,26,36,27,23,14,23,16,30,24,16,30,28,20,13,14,17
46,53,23,52,25,55,32,38,45,32,36,50,33,35,39,32,27,37,28,29,58,56,41,39,51,53,24,56,54,41,35,24,33,0,32,35,18,13,12,16,33,25,30,14,28,15,22,11,12,22
36,49,44,39,51,34,22,51,30,40,50,53,43,36,47,23,16,47,48,53,43,29,43,0,22,33,42,53,55,54,38,34,32,17,41,38,28,28,14,22,18,31,28,25,16,24,15,18,25,13
29,34,21,34,34,47,39,34,21,50,43,40,49,35,43,44,34,58,64,26,26,38,43,17,35,50,27,22,32,57,22,29,29,25,17,30,22,15,12,20,18,18,21,21,10,18,18,25,12,14
22,29,40,34,24,45,16,31,51,20,39,34,22,45,15,38,32,63,64,37,46,44,36,35,33,61,31,31,50,37,34,32,27,32,20,27,21,21,37,33,30,19,15,19,10,20,24,9,24,18
32,22,32,51,36,53,38,23,37,46,50,39,42,43,33,37,29,59,57,52,40,27,43,40,30,48,58,49,46,32,27,32,20,32,30,19,39,38,24,30,13,16,25,16,9,23,19,24,20,13
27,39,64,57,28,28,26,30,43,33,36,58,36,27,24,43,48,26,27,55,36,44,56,54,50,51,49,30,0,27,43,19,42,0,19,42,19,29,27,30,17,22,14,11,25,13,17,12,21,18
53,30,38,64,49,48,38,60,45,0,66,25,62,35,25,18,37,0,38,42,38,40,59,42,25,23,49,23,36,22,23,17,26,29,26,20,26,23,13,21,14,17,17,29,23,8,26,24,22,10
52,58,52,55,32,41,29,56,49,65,66,49,63,45,38,37,34,25,43,38,33,57,51,24,49,49,24,47,25,22,28,22,34,24,41,17,32,20,22,23,20,16,20,26,23,26,11,23,18,21
47,28,25,28,38,25,49,42,35,59,66,61,32,62,30,28,19,40,38,33,31,55,56,33,33,28,26,33,33,17,22,30,24,40,28,36,30,16,25,17,21,17,29,14,16,21,19,12,21,17
27,23,41,36,25,23,50,32,40,27,55,54,43,29,48,31,39,32,30,14,46,27,35,48,46,39,22,26,28,32,30,30,34,25,21,18,26,20,27,12,26,9,23,21,20,16,19,14,13,11
45,41,38,36,42,56,52,45,15,36,34,50,21,48,38,29,51,43,22,43,27,22,38,26,27,24,36,26,28,27,27,19,11,15,32,31,28,13,21,15,20,15,11,23,15,16,18,15,11,10
57,35,30,31,35,64,59,58,39,0,39,37,26,36,37,34,45,29,24,36,16,20,30,25,28,26,22,38,20,33,34,33,22,20,14,21,15,16,23,14,11,10,10,15,22,22,20,13,7,13
48,54,38,50,38,27,35,50,49,31,44,27,52,0,40,34,28,24,18,31,21,32,36,20,38,28,36,30,34,18,12,19,33,25,14,22,16,21,12,27,16,16,14,13,12,9,14,11,16,14
50,37,19,23,34,23,30,19,49,23,31,53,56,29,43,26,32,37,14,29,19,37,32,26,35,27,32,20,31,26,23,22,29,24,19,9,19,11,21,26,18,21,21,16,15,11,7,17,9,11
46,35,26,21,43,39,43,37,34,48,29,62,34,31,42,44,40,38,37,19,27,34,0,23,31,32,24,19,25,22,21,16,19,25,22,12,17,9,26,16,20,10,21,19,16,10,20,14,16,15
42,24,16,46,60,46,34,34,63,55,28,47,26,0,18,50,42,19,21,25,27,23,17,14,30,28,21,19,15,23,14,13,18,13,25,18,11,16,24,23,18,9,12,21,18,9,17,18,9,15
25,17,25,44,53,35,36,32,27,55,18,33,40,57,54,35,25,53,49,50,33,0,25,26,24,9,13,18,23,12,25,18,9,14,24,12,13,13,20,14,19,12,14,21,21,21,19,10,18,12
43,46,28,28,23,52,49,31,54,38,33,53,54,47,52,53,52,53,26,48,20,35,25,0,16,22,16,25,11,13,15,11,11,24,24,20,12,19,11,20,13,8,15,19,9,12,10,18,13,12
15,42,48,42,0,40,33,50,19,42,53,0,52,50,50,17,52,49,43,30,22,34,35,30,30,17,13,19,30,20,17,17,20,18,17,11,15,16,8,14,18,13,15,10,19,15,14,8,12,12
32,34,35,19,19,13,40,31,25,27,38,33,34,47,45,29,30,47,23,25,30,37,23,21,27,21,22,14,15,17,14,15,18,9,14,18,10,8,14,12,15,18,15,8,15,10,13,15,12,8
21,20,44,29,25,23,38,21,39,17,28,34,40,19,24,19,39,21,32,32,18,20,21,18,17,20,23,19,17,11,10,16,8,16,14,8,9,9,12,8,17,13,12,10,16,14,16,7,14,9
14,23,24,39,33,25,44,37,19,38,29,35,37,31,20,35,39,39,25,26,19,0,9,30,14,23,14,18,10,13,9,16,11,9,12,14,7,10,11,14,17,13,12,15,10,15,11,8,10,12
